Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Departamento de Saúde da família DESF
Painel Indicador
Estratégia eSUS- AB
Unidade Geográfica: Munícipio
"Indicador: Proporção de pessoas com diabetes, com consulta e hemoglobina glicada solicitada no semestre"
Dados Preliminares:
Considerado apenas equipes (eSF e eAP) homologadas
Dados sujeitos à alteração


UF;IBGE;Munícipio;Numerador;Denominador Utilizado;2022 Q2 (%);Denominador Identificado;Denominador Estimado;Cadastro;Base Externa;Percentual;População;
MG;312060;CRUCILÂNDIA;0;547;0;547;464;5804;8;118;5072;
SP;350310;ARANDU;0;553;0;553;575;6681;8.6;96;6373;
SP;350960;CAMPO LIMPO PAULISTA;0;591;0;591;617;7171;8.6;96;86407;
SP;354810;SANTO ANTÔNIO DO JARDIM;0;620;0;620;342;3971;8.6;181;5926;
RS;431150;LAVRAS DO SUL;0;670;0;670;516;5860;8.8;130;7410;
MG;310250;AMPARO DO SERRA;0;684;0;684;371;4634;8;184;4643;
GO;521225;LAGOA SANTA;0;77;0;77;86;1157;7.4;90;1652;
PR;410110;ANDIRÁ;0;915;0;767;915;11888;7.7;84;19823;
PR;410010;ABATIÁ;0;984;0;984;594;7720;7.7;166;7360;
MG;310570;BARRA LONGA;1;1077;0;1077;495;6186;8;218;4905;
RS;432235;UNIÃO DA SERRA;1;116;1;58;116;1315;8.8;50;1084;
RJ;330570;SUMIDOURO;1;1187;0;1187;1355;14565;9.3;88;15709;
RS;431164;LINHA NOVA;1;119;1;32;119;1356;8.8;27;1724;
AC;120035;MARECHAL THAUMATURGO;1;144;1;63;144;3344;4.3;44;19727;
RS;430825;FLORIANO PEIXOTO;1;169;1;126;169;1919;8.8;75;1709;
MG;316560;SENADOR CORTES;1;172;1;115;172;2152;8;67;2001;
PR;411590;MIRADOR;1;177;1;177;170;2213;7.7;104;2180;
RS;431673;SANTA CECÍLIA DO SUL;1;177;1;78;177;2006;8.8;44;1630;
SP;350335;ARCO-ÍRIS;1;186;1;186;201;2342;8.6;93;1755;
RS;431755;SANTO ANTÔNIO DO PALMA;1;209;0;124;209;2377;8.8;59;2118;
RS;431795;SANTO EXPEDITO DO SUL;1;212;0;133;212;2412;8.8;63;2287;
RS;430805;FAXINALZINHO;1;242;0;158;242;2755;8.8;65;2256;
MG;314360;MORRO DA GARÇA;1;245;0;245;230;2876;8;107;2413;
RS;430495;CASEIROS;1;251;0;251;264;2998;8.8;95;3228;
SC;421335;PONTE ALTA DO NORTE;1;256;0;256;260;3763;6.9;98;3426;
RS;432035;SENTINELA DO SUL;1;257;0;213;257;2920;8.8;83;5635;
MG;316640;SERITINGA;1;269;0;269;161;2013;8;167;1857;
